"","lat","lon","quadkey","date_time","percent_change","day","hour"
"1",-34.585736255748,-58.554382324219,"2103213001233302",2020-04-15 16:00:00,8.23186673746884,2020-04-15,16
"2",-34.513346370741,-58.576354980469,"2103213001213202",2020-04-15 16:00:00,4.50155714187313,2020-04-15,16
"3",-34.590258532199,-58.570861816406,"2103213001233221",2020-04-15 16:00:00,-0.955560621242598,2020-04-15,16
"4",-34.526924270661,-58.543395996094,"2103213001231110",2020-04-15 16:00:00,-2.12797676213788,2020-04-15,16
"5",-34.531449745473,-58.526916503906,"2103213001320003",2020-04-15 16:00:00,0.0985864643761742,2020-04-15,16
"6",-34.526924270661,-58.587341308594,"2103213001230110",2020-04-15 16:00:00,3.55254148070014,2020-04-15,16
"7",-34.51787258328,-58.592834472656,"2103213001212321",2020-04-15 16:00:00,5.16311029696315,2020-04-15,16
"8",-34.585736255748,-58.598327636719,"2103213001232302",2020-04-15 16:00:00,-0.130846632845868,2020-04-15,16
"9",-34.567644688926,-58.521423339844,"2103213001322012",2020-04-15 16:00:00,-2.12561978395859,2020-04-15,16
"10",-34.554073430154,-58.598327636719,"2103213001230320",2020-04-15 16:00:00,-7.52818970395195,2020-04-15,16
"11",-34.576690964511,-58.570861816406,"2103213001233023",2020-04-15 16:00:00,-11.6193717894214,2020-04-15,16
"12",-34.572167949755,-58.554382324219,"2103213001233120",2020-04-15 16:00:00,3.21067543454417,2020-04-15,16
"13",-34.599302346693,-58.504943847656,"2103213003100101",2020-04-15 16:00:00,4.47187302768925,2020-04-15,16
"14",-34.554073430154,-58.554382324219,"2103213001231320",2020-04-15 16:00:00,0.532288524441438,2020-04-15,16
"15",-34.531449745473,-58.537902832031,"2103213001231113",2020-04-15 16:00:00,6.17215572547803,2020-04-15,16
"16",-34.576690964511,-58.548889160156,"2103213001233123",2020-04-15 16:00:00,-4.94846549288825,2020-04-15,16
"17",-34.540499957265,-58.554382324219,"2103213001231122",2020-04-15 16:00:00,1.99285465310076,2020-04-15,16
"18",-34.508819912323,-58.559875488281,"2103213001213211",2020-04-15 16:00:00,-3.12245207906943,2020-04-15,16
"19",-34.590258532199,-58.598327636719,"2103213001232320",2020-04-15 16:00:00,0.199094981774586,2020-04-15,16
"20",-34.513346370741,-58.521423339844,"2103213001302212",2020-04-15 16:00:00,-10.2490241068751,2020-04-15,16
"21",-34.535974974346,-58.515930175781,"2103213001320031",2020-04-15 16:00:00,3.59959377658232,2020-04-15,16
"22",-34.576690964511,-58.592834472656,"2103213001232123",2020-04-15 16:00:00,-1.40301116763796,2020-04-15,16
"23",-34.554073430154,-58.504943847656,"2103213001320321",2020-04-15 16:00:00,-23.9983172453799,2020-04-15,16
"24",-34.590258532199,-58.548889160156,"2103213001233321",2020-04-15 16:00:00,1.78521791738828,2020-04-15,16
"25",-34.508819912323,-58.576354980469,"2103213001213200",2020-04-15 16:00:00,8.47620486388046,2020-04-15,16
"26",-34.50429320804,-58.559875488281,"2103213001213033",2020-04-15 16:00:00,0.961739650330086,2020-04-15,16
"27",-34.522398549925,-58.537902832031,"2103213001213333",2020-04-15 16:00:00,-1.44421765597903,2020-04-15,16
"28",-34.549549185184,-58.504943847656,"2103213001320303",2020-04-15 16:00:00,-5.79694783025207,2020-04-15,16
"29",-34.522398549925,-58.581848144531,"2103213001212333",2020-04-15 16:00:00,6.3479285762731,2020-04-15,16
"30",-34.526924270661,-58.537902832031,"2103213001231111",2020-04-15 16:00:00,4.91106941445549,2020-04-15,16
"31",-34.508819912323,-58.537902832031,"2103213001213311",2020-04-15 16:00:00,2.57081025219368,2020-04-15,16
"32",-34.581213733181,-58.565368652344,"2103213001233210",2020-04-15 16:00:00,-1.79368196121778,2020-04-15,16
"33",-34.581213733181,-58.532409667969,"2103213001322200",2020-04-15 16:00:00,-7.96169011280238,2020-04-15,16
"34",-34.599302346693,-58.537902832031,"2103213003011111",2020-04-15 16:00:00,6.65716219283045,2020-04-15,16
"35",-34.572167949755,-58.587341308594,"2103213001232130",2020-04-15 16:00:00,-0.249476304942688,2020-04-15,16
"36",-34.576690964511,-58.526916503906,"2103213001322023",2020-04-15 16:00:00,1.62619411711837,2020-04-15,16
"37",-34.594780562519,-58.548889160156,"2103213001233323",2020-04-15 16:00:00,1.98905760882967,2020-04-15,16
"38",-34.572167949755,-58.565368652344,"2103213001233030",2020-04-15 16:00:00,0.793384734762811,2020-04-15,16
"39",-34.567644688926,-58.576354980469,"2103213001233002",2020-04-15 16:00:00,6.34588663713955,2020-04-15,16
"40",-34.567644688926,-58.565368652344,"2103213001233012",2020-04-15 16:00:00,8.58298142211726,2020-04-15,16
"41",-34.590258532199,-58.565368652344,"2103213001233230",2020-04-15 16:00:00,-5.36171998971075,2020-04-15,16
"42",-34.590258532199,-58.504943847656,"2103213001322321",2020-04-15 16:00:00,-0.604355872105763,2020-04-15,16
"43",-34.513346370741,-58.587341308594,"2103213001212312",2020-04-15 16:00:00,-0.514157941338059,2020-04-15,16
"44",-34.594780562519,-58.587341308594,"2103213001232332",2020-04-15 16:00:00,0.50033980788872,2020-04-15,16
"45",-34.540499957265,-58.510437011719,"2103213001320122",2020-04-15 16:00:00,-6.46664681928768,2020-04-15,16
"46",-34.545024694216,-58.548889160156,"2103213001231301",2020-04-15 16:00:00,-0.131882011877092,2020-04-15,16
"47",-34.590258532199,-58.532409667969,"2103213001322220",2020-04-15 16:00:00,7.0931271138794,2020-04-15,16
"48",-34.522398549925,-58.510437011719,"2103213001302322",2020-04-15 16:00:00,0.874828892264259,2020-04-15,16
"49",-34.599302346693,-58.526916503906,"2103213003100001",2020-04-15 16:00:00,5.78853178876963,2020-04-15,16
"50",-34.594780562519,-58.554382324219,"2103213001233322",2020-04-15 16:00:00,2.75952050324702,2020-04-15,16
"51",-34.554073430154,-58.559875488281,"2103213001231231",2020-04-15 16:00:00,4.87590490441115,2020-04-15,16
"52",-34.535974974346,-58.526916503906,"2103213001320021",2020-04-15 16:00:00,8.71724387613597,2020-04-15,16
"53",-34.508819912323,-58.515930175781,"2103213001302211",2020-04-15 16:00:00,0.145901494119868,2020-04-15,16
"54",-34.599302346693,-58.543395996094,"2103213003011110",2020-04-15 16:00:00,1.39506631607098,2020-04-15,16
"55",-34.599302346693,-58.559875488281,"2103213003011011",2020-04-15 16:00:00,2.95550113430652,2020-04-15,16
"56",-34.522398549925,-58.504943847656,"2103213001302323",2020-04-15 16:00:00,1.24994051778323,2020-04-15,16
"57",-34.513346370741,-58.554382324219,"2103213001213302",2020-04-15 16:00:00,9.24001870182089,2020-04-15,16
"58",-34.549549185184,-58.526916503906,"2103213001320203",2020-04-15 16:00:00,-0.977414652176477,2020-04-15,16
"59",-34.563121182039,-58.521423339844,"2103213001322010",2020-04-15 16:00:00,7.02422515187308,2020-04-15,16
"60",-34.581213733181,-58.510437011719,"2103213001322300",2020-04-15 16:00:00,0,2020-04-15,16
"61",-34.594780562519,-58.559875488281,"2103213001233233",2020-04-15 16:00:00,0.494587269056216,2020-04-15,16
"62",-34.531449745473,-58.521423339844,"2103213001320012",2020-04-15 16:00:00,-0.808063704726612,2020-04-15,16
"63",-34.526924270661,-58.548889160156,"2103213001231101",2020-04-15 16:00:00,2.09282417268885,2020-04-15,16
"64",-34.590258532199,-58.581848144531,"2103213001232331",2020-04-15 16:00:00,0.283060842869907,2020-04-15,16
"65",-34.50429320804,-58.510437011719,"2103213001302122",2020-04-15 16:00:00,2.33170084858947,2020-04-15,16
"66",-34.522398549925,-58.598327636719,"2103213001212322",2020-04-15 16:00:00,-15.6652183185389,2020-04-15,16
"67",-34.540499957265,-58.526916503906,"2103213001320023",2020-04-15 16:00:00,4.50811772887079,2020-04-15,16
"68",-34.526924270661,-58.581848144531,"2103213001230111",2020-04-15 16:00:00,12.019715397862,2020-04-15,16
"69",-34.508819912323,-58.526916503906,"2103213001302201",2020-04-15 16:00:00,4.51294127923672,2020-04-15,16
"70",-34.576690964511,-58.576354980469,"2103213001233022",2020-04-15 16:00:00,10.2803012244907,2020-04-15,16
"71",-34.590258532199,-58.521423339844,"2103213001322230",2020-04-15 16:00:00,-1.18543241545513,2020-04-15,16
"72",-34.563121182039,-58.532409667969,"2103213001322000",2020-04-15 16:00:00,-0.803789340085446,2020-04-15,16
"73",-34.558597429111,-58.592834472656,"2103213001230323",2020-04-15 16:00:00,15.4598605889166,2020-04-15,16
"74",-34.585736255748,-58.565368652344,"2103213001233212",2020-04-15 16:00:00,7.37582990334617,2020-04-15,16
"75",-34.513346370741,-58.543395996094,"2103213001213312",2020-04-15 16:00:00,-0.12488613445779,2020-04-15,16
"76",-34.531449745473,-58.543395996094,"2103213001231112",2020-04-15 16:00:00,-12.1909290574588,2020-04-15,16
"77",-34.535974974346,-58.521423339844,"2103213001320030",2020-04-15 16:00:00,-18.936569194373,2020-04-15,16
"78",-34.572167949755,-58.548889160156,"2103213001233121",2020-04-15 16:00:00,0.23033548602964,2020-04-15,16
"79",-34.526924270661,-58.565368652344,"2103213001231010",2020-04-15 16:00:00,8.80491426798313,2020-04-15,16
"80",-34.513346370741,-58.570861816406,"2103213001213203",2020-04-15 16:00:00,4.35236106088253,2020-04-15,16
"81",-34.576690964511,-58.537902832031,"2103213001233133",2020-04-15 16:00:00,-3.0280143717579,2020-04-15,16
"82",-34.531449745473,-58.581848144531,"2103213001230113",2020-04-15 16:00:00,-10.5986527085114,2020-04-15,16
"83",-34.549549185184,-58.521423339844,"2103213001320212",2020-04-15 16:00:00,-4.5912352403393,2020-04-15,16
"84",-34.576690964511,-58.559875488281,"2103213001233033",2020-04-15 16:00:00,5.76597916934175,2020-04-15,16
"85",-34.563121182039,-58.515930175781,"2103213001322011",2020-04-15 16:00:00,5.28149373237549,2020-04-15,16
