"","lat","lon","quadkey","date_time","n_crisis","percent_change","day","hour"
"1",-34.585736255748,-58.554382324219,"2103213001233302",2020-04-15 08:00:00,NA,-14.8459785081389,2020-04-15,8
"2",-34.513346370741,-58.576354980469,"2103213001213202",2020-04-15 08:00:00,169.358502770226,1.75219586741,2020-04-15,8
"3",-34.590258532199,-58.570861816406,"2103213001233221",2020-04-15 08:00:00,41.9190934493742,-0.0970428582802209,2020-04-15,8
"4",-34.526924270661,-58.543395996094,"2103213001231110",2020-04-15 08:00:00,NA,2.81911196766711,2020-04-15,8
"5",-34.531449745473,-58.526916503906,"2103213001320003",2020-04-15 08:00:00,85.3897007077884,6.33836587020396,2020-04-15,8
"6",-34.526924270661,-58.587341308594,"2103213001230110",2020-04-15 08:00:00,NA,-0.596472963255351,2020-04-15,8
"7",-34.51787258328,-58.592834472656,"2103213001212321",2020-04-15 08:00:00,NA,-0.265122398554854,2020-04-15,8
"8",-34.585736255748,-58.598327636719,"2103213001232302",2020-04-15 08:00:00,NA,-1.24675423860044,2020-04-15,8
"9",-34.567644688926,-58.521423339844,"2103213001322012",2020-04-15 08:00:00,NA,-0.589911485200671,2020-04-15,8
"10",-34.554073430154,-58.598327636719,"2103213001230320",2020-04-15 08:00:00,NA,5.17844848091756,2020-04-15,8
"11",-34.576690964511,-58.570861816406,"2103213001233023",2020-04-15 08:00:00,209.646463976524,-24.7603909205807,2020-04-15,8
"12",-34.572167949755,-58.554382324219,"2103213001233120",2020-04-15 08:00:00,NA,-11.1307299929016,2020-04-15,8
"13",-34.599302346693,-58.504943847656,"2103213003100101",2020-04-15 08:00:00,NA,-2.19365499992139,2020-04-15,8
"14",-34.554073430154,-58.554382324219,"2103213001231320",2020-04-15 08:00:00,NA,1.1887405051881,2020-04-15,8
"15",-34.531449745473,-58.537902832031,"2103213001231113",2020-04-15 08:00:00,NA,4.56370413428187,2020-04-15,8
"16",-34.576690964511,-58.548889160156,"2103213001233123",2020-04-15 08:00:00,NA,-18.6637977187481,2020-04-15,8
"17",-34.540499957265,-58.554382324219,"2103213001231122",2020-04-15 08:00:00,171.979681911073,-17.4549251953532,2020-04-15,8
"18",-34.508819912323,-58.559875488281,"2103213001213211",2020-04-15 08:00:00,NA,5.12687376173367,2020-04-15,8
"19",-34.590258532199,-58.598327636719,"2103213001232320",2020-04-15 08:00:00,NA,10.3418224587628,2020-04-15,8
"20",-34.513346370741,-58.521423339844,"2103213001302212",2020-04-15 08:00:00,103.322344231577,5.26691610109218,2020-04-15,8
"21",-34.535974974346,-58.515930175781,"2103213001320031",2020-04-15 08:00:00,42.1551138757912,-2.2293644478649,2020-04-15,8
"22",-34.576690964511,-58.592834472656,"2103213001232123",2020-04-15 08:00:00,106.598440743531,8.84456026610666,2020-04-15,8
"23",-34.554073430154,-58.504943847656,"2103213001320321",2020-04-15 08:00:00,NA,9.35554162915918,2020-04-15,8
"24",-34.590258532199,-58.548889160156,"2103213001233321",2020-04-15 08:00:00,NA,-2.29916467173809,2020-04-15,8
"25",-34.508819912323,-58.576354980469,"2103213001213200",2020-04-15 08:00:00,NA,2.37007526210666,2020-04-15,8
"26",-34.50429320804,-58.559875488281,"2103213001213033",2020-04-15 08:00:00,NA,-0.0613774222702816,2020-04-15,8
"27",-34.522398549925,-58.537902832031,"2103213001213333",2020-04-15 08:00:00,149.741718816597,2.75257482141964,2020-04-15,8
"28",-34.549549185184,-58.504943847656,"2103213001320303",2020-04-15 08:00:00,NA,24.1932784048772,2020-04-15,8
"29",-34.522398549925,-58.581848144531,"2103213001212333",2020-04-15 08:00:00,NA,3.69119557851459,2020-04-15,8
"30",-34.526924270661,-58.537902832031,"2103213001231111",2020-04-15 08:00:00,22.9652291415453,-2.05669430707368,2020-04-15,8
"31",-34.508819912323,-58.537902832031,"2103213001213311",2020-04-15 08:00:00,NA,-1.11597683056017,2020-04-15,8
"32",-34.581213733181,-58.565368652344,"2103213001233210",2020-04-15 08:00:00,NA,0.81414548096812,2020-04-15,8
"33",-34.581213733181,-58.532409667969,"2103213001322200",2020-04-15 08:00:00,87.119587986998,0.890411347521675,2020-04-15,8
"34",-34.599302346693,-58.537902832031,"2103213003011111",2020-04-15 08:00:00,NA,-0.778151497531395,2020-04-15,8
"35",-34.572167949755,-58.587341308594,"2103213001232130",2020-04-15 08:00:00,NA,1.49711437771975,2020-04-15,8
"36",-34.576690964511,-58.526916503906,"2103213001322023",2020-04-15 08:00:00,NA,-1.99522811844545,2020-04-15,8
"37",-34.594780562519,-58.548889160156,"2103213001233323",2020-04-15 08:00:00,NA,-0.475298478402187,2020-04-15,8
"38",-34.572167949755,-58.565368652344,"2103213001233030",2020-04-15 08:00:00,NA,2.45565255065162,2020-04-15,8
"39",-34.567644688926,-58.576354980469,"2103213001233002",2020-04-15 08:00:00,NA,-1.71219134335297,2020-04-15,8
